,YEAR,MO,DY,HR,MN,Hs,Ta,BUOY
403,2021,1,9,9,30,1.82,2.83,155_imperial_beach
404,2021,1,9,10,0,1.75,1.92,155_imperial_beach
405,2021,1,9,10,30,1.85,2.5,155_imperial_beach
406,2021,1,9,11,0,1.76,1.85,155_imperial_beach
407,2021,1,9,11,30,1.96,2.59,155_imperial_beach
408,2021,1,9,12,0,1.9,2.46,155_imperial_beach
409,2021,1,9,12,30,2.14,3.1,155_imperial_beach
410,2021,1,9,13,0,2.08,2.57,155_imperial_beach
411,2021,1,9,13,30,2.08,2.32,155_imperial_beach
412,2021,1,9,14,0,2.01,2.0,155_imperial_beach
413,2021,1,9,14,30,1.96,1.74,155_imperial_beach
414,2021,1,9,15,0,1.89,1.04,155_imperial_beach
415,2021,1,9,15,30,2.05,1.91,155_imperial_beach
416,2021,1,9,16,0,2.06,2.02,155_imperial_beach
417,2021,1,9,16,30,1.93,1.51,155_imperial_beach
418,2021,1,9,17,0,1.89,1.48,155_imperial_beach
419,2021,1,9,17,30,2.17,2.24,155_imperial_beach
420,2021,1,9,18,0,2.03,2.12,155_imperial_beach
421,2021,1,9,18,30,1.9,1.51,155_imperial_beach
422,2021,1,9,19,0,2.01,1.79,155_imperial_beach
423,2021,1,9,19,30,1.85,1.0,155_imperial_beach
424,2021,1,9,20,0,1.96,1.55,155_imperial_beach
425,2021,1,9,20,30,1.78,1.16,155_imperial_beach
426,2021,1,9,21,0,1.94,1.25,155_imperial_beach
427,2021,1,9,21,30,1.78,0.94,155_imperial_beach
428,2021,1,9,22,0,1.59,13.7,155_imperial_beach
429,2021,1,9,22,30,1.45,13.8,155_imperial_beach
430,2021,1,9,23,0,1.69,0.24,155_imperial_beach
431,2021,1,9,23,30,1.52,13.8,155_imperial_beach
432,2021,1,10,0,0,1.64,0.02,155_imperial_beach
433,2021,1,10,0,30,1.74,0.61,155_imperial_beach
434,2021,1,10,1,0,1.65,0.17,155_imperial_beach
435,2021,1,10,1,30,1.75,0.78,155_imperial_beach
436,2021,1,10,2,0,1.88,1.25,155_imperial_beach
437,2021,1,10,2,30,1.74,1.01,155_imperial_beach
